TargetName	location
CHRNB4	chr15:78635500-78635536
FZD2	chr17:44558412-44558451
FAM214A	chr15:52582173-52582222
OR7G2	chr19:9102420-9102469
UBN2	chr7:139283342-139283391
LAMA5	chr20:62351997-62352046
PRR22	chr19:5783249-5783283
STEEP1	chrX:119539616-119539665
CMTM4	chr16:66623418-66623467
ST8SIA3	chr18:57360044-57360093
RIPPLY1	chrX:106900548-106900597
AKAP5	chr14:64469202-64469251
TNFSF8	chr9:114918127-114930146
CYP2A7	chr19:40882512-40882546
COL11A2	chr6:33189350-33189384
CNP	chr17:41974140-41974174
C1orf194	chr1:109106044-109106092
SPATA19	chr11:133845140-133845189
ERAS	chrX:48829380-48829414
PGRMC2	chr4:128272515-128287410,chr4:128287370-128287410
GOLGA2	chr9:128263053-128263087,chr12:100168943-100168977
BRD8	chr5:138160075-138160124
IL20RA	chr6:137017040-137017089
LRRC8D	chr1:89933239-89933288
RFPL1	chr22:29442034-29442083
KCNE4	
MTRF1	chr13:41260584-41260628
ZNF510	chr9:96756829-96756878
MOGAT3	chr7:101198736-101198785
OR6C70	chr12:55469282-55469331
SULT1B1	chr4:69760538-69760587
UBN1	chr16:4858625-4859035
IPPK	chr9:92656502-92656551
CD28	chr2:203736500-203736549
GPR156	chr3:120193308-120193357
UPF1	chr19:18867956-18868003
SOX17	chr8:54459971-54460015
ST20	chr15:79923640-79923674
BRDT	chr1:91979703-91979752
BORCS7	chr10:102863961-102864010
GNAI2	chr3:50257552-50257601
ZNF114	chr19:48286417-48286466
CTDSP1	chr2:218403085-218403238
C4orf51	chr4:145732522-145732571
ZNF318	chr6:43339906-43339955
SLC2A11	chr22:23868524-23868559
SLC17A8	chr12:100380946-100391042
TBC1D23	chr3:100281805-100283613
SATL1	chrX:85103879-85107338
SAMD4B	chr19:39369810-39369854
SCFD1	chr14:30673948-30673993
CLCF1	chr11:67364614-67364663
OR10H5	
TPPP3	chr16:67390591-67390926
DRC3	chr17:17997622-18004399
CDH4	chr20:61873897-61894955
DCHS1	chr11:6625444-6625600
STX1A	chr7:73704206-73704243
MT1H	chr16:56670997-56671046
TSC22D1	chr13:44434757-44434791
BRD3	chr9:134033264-134033313
TEN1	chr17:75986282-75991509
ARHGAP27	chr17:45396061-45396110
TSGA10IP	chr11:65948092-65948141
PWP2	chr21:5143268-5144115,chr21:44117939-44118787
RGS5	chr1:163145180-163145229
HENMT1	chr1:108648579-108648628
CLDN17	chr21:30166416-30166465
AARD	chr8:116943439-116943488
PSMA1	chr11:14517659-14517708
ADAR	chr1:154582496-154582545
FAM71E1	chr19:50466853-50466902
MAPKAPK2	chr1:206729090-206729435
ABHD14A	chr3:51978039-51978081
TMEM235	chr17:78239050-78239084
OR5B21	chr11:58507764-58507813
SPTB	chr14:64791788-64791822
CCNI2	chr5:132748380-132748426
XRCC5	chr2:216125926-216125975
LRIG3	chr12:58914039-58914291
CHAC1	chr15:40955884-40955923
FBXO5	chr6:152973116-152974935
PRKRA	chr2:178443333-178443382
AMBN	chr4:70593331-70593380
SMAD1	chr4:145558021-145558070
SNAPC2	chr19:7922849-7922886
CD276	chr15:73713288-73713337
PCNX3	chr11:65619876-65619916
PATL1	chr11:59652838-59652887
SCARA5	chr8:27871162-27871211
LEXM	chr1:54807988-54811807
RMI1	chr9:84001106-84001155
OR2J2	chr6:29174262-29174311
FAM214B	chr9:35104930-35104979
PRUNE1	chr1:151035477-151035526
CTXND2	
DOCK2	chr5:169759729-169761521
HCN4	chr15:73322127-73322176
WAS	chrX:48683937-48684283
TPGS1	chr19:519059-519093
EBPL	chr13:49661027-49661076
GATA2	chr3:128481199-128481248
CDA	chr1:20604929-20604966
FOS	chr14:75280582-75280616
SLC26A2	chr5:149985816-149985865
FAM155B	chrX:69505871-69505909
PFDN4	chr20:54214449-54215339
GLT8D2	chr12:104003175-104003219
TESK2	chr1:45344388-45344437
WIPF2	chr17:40278513-40278562
BRINP3	chr1:190098091-190098140
FSHR	chr2:48968764-48968813
TRIAP1	chr12:120444128-120444177
LONRF2	chr2:100290373-100294230
PRKAR1A	chr17:68522763-68522811
TRH	chr3:129977809-129977858
TSTD3	chr6:99531760-99531809
MYL6	chr12:56159599-56159634
BLOC1S6	chr15:45607177-45607226
TEX14	chr17:58569226-58570398
EXT1	chr8:117799476-117799525
LRRK1	chr15:101048525-101048574
GJB3	chr1:34785195-34785239
CD4	chr12:6816216-6816260
TMEM201	chr1:9598515-9598549
RAET1G	chr6:149923018-149923053
SLC32A1	chr20:38725101-38727472
GINS1	chr20:25417165-25418116
CHMP2B	chr3:87255082-87255131
NKX2-3	chr10:99536124-99536163
GXYLT2	chr3:72967641-72967675
WDR43	chr2:28912648-28912697
SLC48A1	chr12:47781660-47781709
GABRB1	chr4:47406893-47425689
ERICH6B	chr13:45541496-45541545
MCHR1	
ZNF132	chr19:58433299-58433348
MORF4L1	chr15:78892229-78892278
CHID1	chr11:903026-903065
REEP5	chr5:112902495-112921188
HOXD12	chr2:176100647-176100688
TOMM6	chr6:41789571-41789620
SMIM10L2A	chrX:135426120-135426166
ATP5PF	chr21:25729689-25729738
C5orf49	chr5:7831474-7831523
NHS	chrX:17727819-17727868
ACTC1	chr15:34790437-34790471
TASOR	chr3:56633350-56633399
ZNF513	chr2:27377861-27377905
TNFSF4	chr1:173186579-173186628
PLCE1	chr10:94132312-94132361
CBLN3	chr14:24426978-24427024
YBX2	chr17:7288751-7288788
DEGS2	chr14:100149434-100149468
SLC6A18	chr5:1244307-1244356
DYRK4	chr12:4613611-4613645
KRTAP9-2	chr17:41227113-41227147,chr17:41276141-41276175,chr17:41255829-41255863,chr17:41232915-41232949,chr17:41238465-41238499
OR5W2	chr11:55914135-55914184
STRIT1	chr3:155290974-155291023
CSGALNACT1	chr8:19405983-19406032
KRT2	chr12:52648304-52649012
SHOX	chrX:630784-630822
CERKL	chr2:181656825-181656859
DSCC1	chr8:119841808-119841857
SARS1	chr1:109214071-109214105
ZDHHC6	chr10:112445543-112445592
BCL7C	chr16:30893228-30893277
ARHGEF9	chrX:63674048-63674097
UBR7	chr14:93227616-93227660
AZIN2	chr1:33093369-33093405
GTPBP8	chr3:112991249-112991283
THAP12	chr11:76351475-76351524
COPZ2	chr17:48033234-48033283
THAP8	chr19:36035082-36035131
HBS1L	chr6:135054655-135054698
CAGE1	chr6:7365468-7365517
SHB	chr9:37948667-37948701
ATG101	chr12:52077048-52077087
GKN2	chr2:68946325-68946374
IFNA5	chr9:21305244-21305278
WDFY2	chr13:51727761-51739053
RPS16	chr19:39433667-39433716
EPS8L1	chr19:55081487-55081806
EGFL6	chrX:13627031-13627080
RABAC1	chr19:41958749-41958798
CST9L	chr20:23568304-23568340
ZFX	chrX:24210989-24211023
FBXO3	chr11:33770803-33774415
PLAUR	chr19:43656480-43656514
MUC5B	chr11:1257555-1257599
TMCO3	chr13:113510283-113510331
CASR	chr3:122286121-122286170
PCBD2	chr5:134905205-134910350
ADRA2B	chr2:96115535-96115569
NOMO3	chr16:14876451-14876500,chr16:16275104-16275153,chr16:18519519-18519568
TRAPPC2L	chr16:88859955-88860927
BARD1	chr2:214728840-214728889
SPTAN1	chr9:128633463-128633512
GC	chr4:71763435-71763484
BOD1	chr5:173607994-173608043
SMIM43	chr4:121761590-121761633
RPS7	chr2:3575613-3575648
NPEPL1	chr20:58694570-58698700
KLF10	chr8:102649684-102649733
MAP7D2	chrX:20008238-20008287
GPRC5B	chr16:19872151-19872185
RAB10	chr2:26137312-26137361
KDELR2	chr7:6461281-6461330
HEPACAM	chr11:124923913-124923947
LRRC41	chr1:46279574-46280200,chr1:46279574-46279623
NCKAP1	chr2:182956564-182957476
ZNFX1	chr20:49270714-49270763
CBLIF	chr11:59841250-59841299
FKBP3	chr14:45118031-45118080
DDX60	chr4:168306567-168306616
CPSF1	chr8:144396734-144396875
MLX	chr17:42569266-42569518
FGF8	chr10:101770572-101770611
NXN	chr17:800383-800427
PHKG2	chr16:30753394-30753443
CNGA2	chrX:151744630-151744679
RMND5B	chr5:178148031-178148080
TIGD2	chr4:89114378-89114427
ATP8B3	chr19:1800424-1801979
RHOQ	chr2:46582337-46582386
EI24	chr11:125583550-125583599
ORM2	chr9:114330855-114331605
DUSP5	chr10:110502762-110502811
FAM120A	chr9:93497499-93497548
LCE2B	chr1:152687245-152687294
RPL13	chr16:89562924-89562967
DDX46	chr5:134785531-134785580
SLC22A18AS	
CHMP1B	chr18:11851785-11851834
NRXN2	chr11:64630494-64630535
CD22	chr19:35346642-35346691
GTF2I	chr7:74700264-74700298
PASK	chr2:241115177-241115336
FARS2	chr6:5404689-5431077
B3GNT6	chr11:77040143-77040177
ZNF85	chr19:20923290-20923336
PDE8A	chr15:85113422-85113896
CASP7	chr10:113726406-113729331
TNFRSF10D	chr8:23136643-23136692
AATK	chr17:81124832-81124947
ACAD9	chr3:128901316-128902568
COL25A1	chr4:108859657-108859691
HDHD3	chr9:113374433-113374472
FBXO36	chr2:230010831-230010866
TMEM143	chr19:48332828-48332877
HTT	chr4:3239852-3239886
NUP155	chr5:37328392-37329210
TNFRSF12A	chr16:3022023-3022065
TPSAB1	chr16:1228948-1228985,chr16:1241905-1241942
CD48	chr1:160711709-160711758
STX6	chr1:180974165-180974212
PRDX6	chr1:173488528-173488577
SDAD1	chr8:26380521-26380570,chr4:75969356-75970314
ADAMTSL4	chr1:150558517-150558551
SUB1	chr5:32591578-32591627
OLFML1	chr11:7488313-7488347
DIRAS3	chr1:68046543-68046592
RWDD4	chr4:183651040-183651089
FOXL2	chr3:138945620-138945654
ITGB8	chr7:20406103-20406152
PLK3	chr1:44801073-44801122
CROCC	chr1:16972706-16972740
RBBP8	chr18:22982269-22982318
CYP3A5	chr7:99674542-99676120
AJAP1	chr1:4772512-4774462
ATP1A4	chr1:160186319-160186671
FLT1	chr13:28466946-28466995
HOXA2	chr7:27101002-27101051
SLC16A1	chr1:112918034-112922028
PLPPR4	chr1:99306540-99306574
CCDC144NL	chr17:20864743-20864779
PPM1H	chr12:62832245-62832279
ZNF789	chr7:99473038-99476423
FAM9A	chrX:8799073-8800096
CDCA5	chr11:65083506-65083540
DNASE1L1	chrX:154402342-154402387
RFX3	chr9:3288249-3293124
UBE2E1	chr3:23891190-23891239
MED24	chr17:40053561-40053595
GPR160	chr3:170084412-170084461
DAOA	chr13:105472576-105472625
GABRP	chr5:170795380-170795418
NOM1	chr7:156959908-156959957
ALKBH4	chr7:102457408-102457442
OR8H1	
LMBR1L	chr12:49110510-49110546
FKTN	chr9:105607844-105607893
SRPRA	chr11:126265993-126266038
NEURL2	chr20:45888775-45888813
FAM217B	chr20:59944907-59944956
ENPP6	chr4:184217692-184217741
KRT10	chr17:40820323-40820372
ATAD3A	chr1:1479102-1480909,chr1:1517769-1518963
ASB11	chrX:15283441-15283490
ARMC6	chr19:19051961-19051997
FNDC5	chr1:32868275-32868309
LRRC39	chr1:100160537-100168418
GASK1A	chr3:43057333-43057382
ATP6V0D1	chr16:67438614-67438663
TMEM174	chr5:73173361-73173410
C12orf73	chr12:103950298-103950347
CLEC4E	chr12:8536123-8536172
CNPY2	chr12:56311413-56314883,chr12:56314849-56314883
OASL	chr12:121033603-121033640
ANKRD40CL	chr17:50761403-50761451
CD14	chr5:140632368-140632402
DUSP26	chr8:33591545-33591586
MTX3	chr5:79977323-79977372
TMED7	chr5:115614813-115614862
C8orf88	chr8:90960819-90971085
RNF113B	chr13:98176173-98176312
ZBED2	chr3:111593883-111593917
UBE3B	chr12:109481641-109481690
SIL1	chr5:139026882-139026931
YWHAH	chr22:31957067-31957116
ATP6V0D2	chr8:86139566-86139615
ZNF91	chr19:23358520-23358569
OR2B2	chr6:27912297-27912346
MPV17L2	chr19:18193964-18193998
CPE	chr4:165493231-165493268
WDR13	chrX:48599645-48599684
FERMT2	chr14:52881057-52881106
HRNR	chr1:152212517-152212566
FAM166B	chr9:35562088-35562416
GRB10	chr7:50590330-50590379
MEST	chr7:130498459-130499905
RHOD	chr11:67070482-67070516
RPS27L	chr15:63155694-63156424
KCNJ10	chr1:160037933-160037982
PAX1	chr20:21714770-21714819
TMEM52B	chr12:10191056-10191100
CDCA2	chr8:25484167-25485764
PTPRO	chr12:15596100-15596149
HPN	chr19:35065873-35065912
PRDM5	chr4:120853508-120907490
PUSL1	chr1:1309490-1309525
TRIM39	chr6:30343531-30343580
IFT140	chr16:1564160-1566207
CFAP206	chr6:87409883-87409932
MCM3AP	chr21:46272737-46272786
METTL2B	chr7:128500924-128501766,chr17:62447722-62448579
ZBTB2	chr6:151366671-151366720
RRAGC	chr1:38839526-38839565
ST14	chr11:130196609-130196658
ZNF473	chr19:50044961-50045007
RGS18	chr1:192185436-192185485
ZNF175	chr19:51586953-51586991
AADACL4	chr1:12666200-12666249
TDRD6	chr6:46695880-46695929
MRPS36	chr5:69217838-69226346
ATP1B1	chr1:169106899-169111391
CABLES2	chr20:62389097-62389146
DHRS11	chr17:36598214-36598248
C1GALT1C1	chrX:120627052-120627101
ZNF644	chr1:90918057-90918106
STRA6	chr15:74196026-74196071
AQP11	chr11:77590557-77590606
AK3	chr9:4719169-4719218
MEI1	chr22:41763274-41763313
STK32A	chr5:147323955-147323997
SLC25A18	chr22:17590370-17590419
TBXA2R	chr19:3600379-3600413
TM9SF1	chr14:24192715-24192764
PYROXD2	chr10:98407935-98407969
REC114	chr15:73551021-73551055
CYB561A3	chr11:61356534-61356577
ELF1	chr13:40933816-40933865
HSPE1	chr2:197501238-197503087
NEK7	chr1:198321001-198321050
CCDC57	chr17:82194112-82195269
ZNF384	chr12:6667550-6667599
MX2	chr21:41406753-41406787
SLC6A7	chr5:150202398-150202436
C6orf136	chr6:30651444-30652674
NDUFAF4	chr6:96897744-96897781
TRIM2	chr4:153270399-153270433
NR6A1	chr9:124535987-124536036
CD177	chr19:43362105-43362151
DUSP11	chr2:73762587-73762636
CD36	chr7:80661125-80661174
TNFRSF8	chr1:12143877-12143926
PAGE2	chrX:55090570-55090604
SFTPC	chr8:22163455-22163489
EGFL7	chr9:136672452-136672489
POPDC3	chr6:105158718-105159726
MIOS	chr7:7573078-7573127
ZC3HAV1L	chr7:139028721-139028756
FBL	chr19:39834748-39834789
TIMM8B	chr11:112085345-112085394
SLC25A41	chr19:6429798-6430024
C5	chr9:121034851-121037886
SOX10	chr22:37973662-37973696
PTPN2	chr18:12801974-12802021
SYCE3	chr22:50551315-50551349
SPRED1	chr15:38349450-38349499
CCND3	chr6:41935684-41935718
MFSD5	chr12:53253840-53253889
STN1	chr10:103898922-103898971
ARHGAP15	chr2:143624159-143624208
C6orf47	chr6:31660511-31660559
SAXO2	chr15:82283515-82283564
TAF8	chr6:42080254-42080303
LITAF	chr16:11549256-11549305
ZKSCAN2	chr16:25247371-25251936
PACSIN3	chr11:47179252-47179422
CCDC138	chr2:108794614-108794663
PEX2	chr8:76984007-76984056
UBQLN3	chr11:5509416-5509465
TUBE1	chr6:112079710-112081096
OOEP	
PRPF4B	chr6:4037403-4037452
MCUR1	chr6:13802261-13802298
DNAJB5	chr9:34998087-34998136
MBD6	chr12:57524401-57524738
TSPAN8	chr12:71144168-71157622
SLC39A10	chr2:195680617-195680666
SMIM19	chr8:42546474-42546523
ADARB2	chr10:1183033-1183082
NKAIN3	chr8:62990919-62990953
CAMKV	chr3:49861205-49861254
HAL	chr12:95983952-95985917
ACRV1	chr11:125672578-125672627
RTRAF	chr14:51991336-51991385
ZCCHC7	chr9:37357788-37357837
MANBA	chr4:102631758-102631807
RRP7A	chr22:42519715-42519749
C10orf143	chr10:130064326-130064372
C5orf63	chr5:127058935-127058984
LCK	chr1:32280143-32280192
TMEM41B	chr11:9314472-9314512
CC2D1A	chr19:13913420-13913457
ROCK1	chr18:20970408-20970457
C1orf115	chr1:220696941-220696985
CTSK	chr1:150805919-150805968
ALPG	chr2:232410566-232410600
ZCCHC24	chr10:79385203-79385252
GABRA6	chr5:161686336-161686972
SPATA12	chr3:57073902-57073951
LCT	chr2:135829656-135833134
HECW1	chr7:43320686-43320735
CAVIN2	chr2:191835672-191835721
NSD1	chr5:177211402-177211451
OSBPL5	chr11:3100188-3100222
LANCL1	chr2:210435429-210436234
ESR2	chr14:64282810-64282859
DSTN	chr20:17607789-17607838
MYO16	chr13:109207657-109207706
HMGN1	chr21:39345175-39345224,chr17:43145131-43145180
SH3GLB2	chr9:129009788-129009824
BDKRB1	chr14:96263780-96263829
TCL1B	chr14:95690901-95691301
NALCN	chr13:101258473-101258522
LDHAL6A	chr11:18456691-18456740
SLC25A11	chr17:4938238-4938372
DFFB	chr1:3857607-3857641
CYP2D6	chr22:42127913-42127947
PGLYRP2	chr19:15479412-15479449
PTPRJ	chr11:48130462-48130511
RGS20	chr8:53958350-53958399
TMEM270	chr7:73861201-73861248
DRGX	chr10:49391213-49395407
CCDC154	chr16:1435134-1435973
GPM6B	chrX:13779868-13779917
TRMT10B	chr9:37769987-37770688
PSG9	chr19:43253586-43253620
SCGB2A1	chr11:62210589-62213763
TSPAN17	chr5:176658551-176658600
NOB1	chr16:69742337-69742386
ZNF90	chr19:20119426-20119460
PLAT	chr8:42175992-42176031
GSTA1	chr6:52750580-52750629,chr6:52831851-52831900,chr6:52791861-52791910
SOD2	chr6:159692740-159692789
STYK1	chr12:10624711-10624760
RPS27	chr1:153991190-153991581
BFSP2	chr3:133448626-133450328
SLC16A3	chr17:82236806-82236845
SRP54	chr14:35013402-35013451
CKM	chr19:45306794-45306830
THEG	chr19:371307-372655
RPL6	chr12:112405985-112406034
AZI2	chr3:28332427-28336785
FBXL17	chr5:108348492-108364748
STAP2	chr19:4333761-4333807
MCRS1	chr12:49564539-49564578
PTPA	chr9:129137665-129142466
NCL	chr2:231457643-231457688
C1QTNF8	chr16:1088568-1088617
ZNF860	chr3:31988681-31988716
P4HA3	chr11:74286367-74289100
FABP2	chr4:119319593-119319642
CEP152	chr15:48796076-48796125
TRIM48	chr11:49032365-49036320,chr11:89799794-89803704,chr11:90035977-90039884,chr11:55265689-55269261
YBEY	chr21:46286886-46286935
DNAJC4	chr11:64233901-64233939
MMS19	chr10:97465842-97465888
TMEM266	chr15:76169845-76171014
LY6G6C	chr6:31719264-31719308
PSMC3	chr11:47425179-47425213
FAF2	chr5:176509540-176509589
SLC35A5	chr3:112580621-112580670
MEIOC	chr17:44669489-44673386
TAX1BP3	chr17:3663491-3663525
SVOPL	chr7:138649021-138649066
VAV2	chr9:133783562-133784331
GRN	chr17:44350256-44350305
SYT2	chr1:202604561-202604598
CRYBB1	chr22:26607976-26608021
PLA2G7	chr6:46716406-46716455
MYOM1	chr18:3126756-3126805
KLHL26	chr19:18670366-18670415
PPP1CA	chr11:67399652-67400724
AFG3L2	chr18:12359967-12360016
RFWD3	chr16:74623576-74623625
SORBS1	chr10:95313767-95313816
DEFB115	chr20:31259543-31259592
PRLHR	chr10:118594910-118594944
C1orf54	chr1:150276537-150276586
SPIC	chr12:101486541-101486588
KRT6A	chr12:52490903-52490937,chr12:52449803-52449837,chr12:52471466-52471500
BRIX1	chr5:34924915-34924964
H2AC12	chr6:27147504-27147538
RAB23	chr6:57210388-57210437
PRSS16	chr6:27256264-27256313
NLRP6	chr11:282702-282741,chr11:281837-282741
CCNE2	chr8:94892909-94892958
NUP35	chr2:183128354-183128403
FBN2	chr5:128259807-128261762
ETFBKMT	chr12:31662252-31666120
SEL1L2	chr20:13885354-13885403
NR1D2	chr3:23977613-23977661
ZNF527	chr19:37388383-37388422
RNFT1	chr17:59953008-59953052
PELP1	chr17:4675835-4675869
ADGRD1	chr12:130954428-130954477
RPS3	chr11:75401686-75401733
UTP20	chr12:101291825-101291874
ACADSB	chr10:123043068-123043117
BRAF	chr7:140808896-140808945
HARBI1	chr11:46615581-46615630
RUBCNL	chr13:46359596-46361454
PPP1R36	chr14:64552844-64564782
OR2W1	chr6:29044492-29044541
CELF5	chr19:3296905-3296954
CRACR2A	chr12:3654351-3654385
OR5M3	
SH3GLB1	chr1:86719619-86722572
CEP89	chr19:32918291-32926190,chr19:32918291-32923439
PHACTR3	chr20:59755218-59755252
CYP2A6	chr19:40843708-40843742
SLC7A4	chr22:21029195-21029345
GREM2	chr1:240490701-240490750
KCNT2	chr1:196334042-196340371
TMEM170A	chr16:75447631-75447673
DIP2C-AS1	chr10:651181-651219
HMCES	chr3:129288858-129288904
COL4A3	chr2:227256346-227256381
BTK	chrX:101362624-101362673
PCLAF	chr15:64381033-64381355
KRBOX4	chrX:46474320-46474369
INPP5F	chr10:119827392-119827441
MAN1A1	chr6:119302067-119306908
EGF	chr4:109983485-109983534
MCTP2	chr15:94370093-94370140
DHRS2	chr14:23639847-23639881
NUDT4	chr12:93402303-93402352
ADAT1	chr16:75617165-75617214
SLC16A11	chr17:7042387-7042430
NECAB3	chr20:33658537-33658740
NUDT5	chr10:12172786-12172835
NME5	chr5:138128533-138129265
VPS37C	chr11:61130643-61130692
AVP	chr20:3084657-3084691
PPIL4	chr6:149540964-149541009
DDX59	chr1:200666116-200666165
SLC23A2	chr20:4854585-4854634
CCDC97	chr19:41324428-41324477
OPA1	chr3:193643418-193643550
CFAP73	chr12:113152875-113153234
KRT7	chr12:52238721-52238755
BPIFB6	chr20:33042006-33042854
FNDC4	chr2:27494429-27494465
NLK	chr17:28043280-28043329
KIAA0753	chr17:6628653-6628702
ODAD4	chr17:41965354-41965392
TBC1D28	chr17:18641029-18641078,chr17:15735623-15735672
STK39	chr2:168138121-168138170
RNF5	chr6:32179675-32179710,chr8:38600985-38601020
PUS7	chr7:105468356-105468405
FTSJ3	chr17:63825339-63825388
OR4K1	chr14:19936612-19936661
FCER2	chr19:7697295-7697557
KRTAP5-4	chr11:1621316-1621365
OBSCN	chr1:228214200-228214236
PLA2R1	chr2:159951358-159951404
MAP3K7CL	chr21:29174719-29174755
KRT86	chr12:52308980-52309019
GPR25	chr1:200873809-200873843
SNRNP200	chr2:96293072-96293341
ACCSL	chr11:44058412-44058547
CSHL1	chr17:63895492-63895540,chr17:63910181-63910229,chr17:63872596-63872644
VCX	chrX:6533739-6533773,chrX:7843928-7844022,chrX:7843988-7844022,chrX:8466355-8466389
EPS8	chr12:15623160-15623209
NOG	chr17:56595292-56595341
COMMD6	chr13:75530182-75530231
PPM1E	chr17:58984021-58984070
CPSF7	chr11:61411879-61411928
URB2	chr1:229636010-229636059
MAMLD1	chrX:150513167-150513216
TXN2	chr22:36480673-36480707
DNAI1	chr9:34513122-34513171
RFNG	chr17:82050668-82050717
ZC3H10	chr12:56122039-56122088
AAK1	chr2:69532119-69542528
KLHL29	chr2:23708192-23708241
RNF170	chr8:42870107-42873969
NPDC1	chr9:137039820-137039974
PLEKHM2	chr1:15728098-15728147
SLC7A8	chr14:23125823-23125857
DYNC1LI2	chr16:66722727-66722776
HSPB6	chr19:35755829-35755878
NUPR1	chr16:28537532-28537567
FFAR1	chr19:35352347-35352381
ITK	chr5:157254164-157254213
FMNL2	chr2:152611574-152614868
STIP1	chr11:64197535-64197573
ANKRD44	chr2:197121506-197122660
ANKRD49	chr11:94498144-94498193
KBTBD12	chr3:127923934-127923983
FAM83A	chr8:123194090-123194139
BCKDK	chr16:31109573-31109715
PGAP3	chr17:39671259-39671308
PLA1A	chr3:119628791-119628840
OR51D1	
CEP41	chr7:130427965-130428001
PGBD3	chr10:49516498-49516547
MLLT1	chr19:6212436-6212485
TP53TG5	chr20:45377307-45377552
FAM172A	chr5:93784435-93784484
GIMAP1	chr7:150721995-150722044
KIAA1328	chr18:37067360-37067403
PLK2	chr5:58456050-58456091
STIL	chr1:47272088-47272137
IL17RE	chr3:9907083-9908265
HSPA4L	chr4:127795862-127795908
ZNF620	chr3:40516857-40516906
FSD1L	chr9:105468264-105468313
UCK2	chr1:165903232-165905922
HTR1E	chr6:87016309-87016358
FKRP	chr19:46758102-46758151
NAF1	chr4:163166675-163166711
EIF3B	chr7:2363689-2363738
IL33	chr9:6257114-6257163
LEMD1	chr1:205381764-205381807
SEC14L5	chr16:4990832-4990881
RANBP3	chr19:5917397-5917446
TOPBP1	chr3:133657858-133657907
EIF4A3	chr17:80138256-80139044
CCDC149	chr4:24807396-24807445
REG3A	chr2:79157577-79157611
MAN1A2	chr1:117367778-117367827
RBP1	chr3:139538835-139538884
CSF1	chr1:109921911-109921960
MUCL1	chr12:54856849-54856883
TMEM43	chr3:14143057-14143106
IGSF1	chrX:131285816-131285850
CATSPER1	chr11:66026309-66026358
FKBP8	chr19:18537754-18538236
FUT1	chr19:48748497-48748546
PPP3CB	chr10:73479368-73479417
ING1	chr13:110719349-110719383
CORO2A	chr9:98128700-98129808
BCL2L1	chr20:31665369-31665406
RAB22A	chr20:58361502-58361551
NPC1	chr18:23536731-23536780
SH2D3A	chr19:6760789-6760833
YTHDF1	chr20:63202317-63202363
RPA2	chr1:27906988-27907037
PCSK1	chr5:96393096-96393145
ADCY8	chr8:130909714-130909763
GPSM3	chr6:32191286-32191322
DCUN1D3	chr16:20860157-20860206
ILDR1	chr3:121988307-121988356
XRCC6	chr22:41637619-41637668
EXPH5	chr11:108508788-108508837
STAM2	chr2:152123795-152123844
MORC1	chr3:108979612-108979649
RPTN	chr1:152157840-152157889
GET4	chr7:896253-896302
ST3GAL3	chr1:43707675-43736263
NFAT5	chr16:69691950-69691999
BHLHE40	chr3:4984702-4984751
ZNF418	chr19:57926315-57926364
ASB17	chr1:75922183-75922232
ARHGAP19	chr10:97224051-97224100
MMACHC	chr1:45508915-45508949
SEC11A	chr15:84669886-84669935
LAMC3	chr9:131057032-131057071
PTPDC1	chr9:94095341-94095390
RBM39	chr20:35738975-35739009
QARS1	chr3:49099817-49099851
NCAN	chr19:19250177-19250226
ZNF34	chr8:144773786-144773835
CLMN	chr14:95203847-95203896
ZBTB6	chr9:122910813-122910853
CDK3	chr17:76003319-76003353
PTK2B	chr8:27397722-27397771
XKR3	chr22:16799888-16799937
GPSM1	chr9:136356541-136358039
TARBP2	chr12:53506207-53506256
PAPOLA	chr14:96520213-96521039
ARCN1	chr11:118602504-118602538
MOB3B	chr9:27329019-27329068
KCNJ12	chr17:21417415-21417461,chr17:21704857-21704903
OR5A2	
ADCYAP1R1	chr7:31086427-31086476
ARL15	chr5:54113342-54113391
CLDN7	chr17:7262246-7262295
ZNF98	chr19:22422291-22422330
FOXD4L5	chr9:65282573-65282622
CILP2	chr19:19546337-19546386
HHEX	chr10:92695372-92695421
UQCR10	chr22:29767459-29767508
ATP6AP2	chrX:40597316-40597547
DDAH1	chr1:85350437-85350475
KRT37	chr17:41420733-41420772
WDR25	chr14:100468165-100484039
TRIT1	chr1:39841783-39841832
PRR5L	chr11:36463242-36463291
CHRNA6	chr8:42752760-42752809
FBXO39	chr17:6780724-6780773
CEP55	chr10:93503266-93503315
PRPF31	chr19:54128082-54128117
VWDE	chr7:12370420-12370469
GARS1	chr7:30617139-30617188
PLCB4	chr20:9459655-9459689
MTRR	chr5:7875344-7877961
GLYCTK	chr3:52293851-52293900
ZNF735	chr7:64220138-64220172
ENPP4	chr6:46140225-46140274
ZCCHC12	chrX:118824684-118825150
MAML2	chr11:96093326-96093375
IGSF6	chr16:21647455-21652543
ADAMTS5	chr21:26918930-26918979
CHAT	chr10:49627627-49627676
RNF146	chr6:127286728-127286777
AKAP8L	chr19:15397808-15399303,chr19:15397808-15398631
CADM2	chr3:86065686-86066669
HRG	chr3:186670015-186671658
NRIP1	chr21:14965070-14965107
KLHDC7A	
IVL	chr1:152911615-152911661
GSTA3	chr6:52905804-52905853
SYT11	chr1:155882825-155882874
CCDC73	chr11:32611253-32613458
BEX5	chrX:102154012-102154046
KLHL15	chrX:23988677-23988726
ASZ1	chr7:117420222-117420271
KIAA1671	chr22:25193385-25193434
C19orf12	chr19:29700289-29700338
PSPH	chr7:56011210-56011259
